Food code,Food name,FoodEx2 code,FoodEx2 name,Facet(s) code,Facet(s) description,Reverse yield factor,Source(s),Reference(s),Reference link
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A072Y,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=11 % fat",3.19,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A072Z,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=12 % fat",3.48,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073B,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=14 % fat",4.06,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073E,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=17 % fat",4.93,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073F,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=18 % fat",5.22,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073G,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=19 % fat",5.51,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073J,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=21 % fat",6.09,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073K,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=22 % fat",6.38,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073L,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=23 % fat",6.67,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073M,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=24 % fat",6.96,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073N,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=25 % fat",7.25,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073P,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=26 % fat",7.54,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073Q,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=27 % fat",7.83,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073R,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=28 % fat",8.12,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073S,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=29 % fat",8.41,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073T,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=30 % fat",8.70,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073V,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=31 % fat",8.99,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073X,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=32 % fat",9.28,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073Y,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=33 % fat",9.57,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A073Z,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=34 % fat",9.86,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A074A,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=35 % fat",10.15,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A074D,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=38 % fat",11.02,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F02.A06EX$F07.A074F,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=40 % fat",11.60,Assumption,Ratio of fat content set at 0.29,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0C6E$F28.A07KG$F02.A06BB,"PROCESS=Cheesemaking, PROCESS=Drying (dehydration), PART-NATURE=Whey (as part-nature)",19.60,Assumption,7% dry matter content in whey,
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0CQZ,PROCESS=Fermentation,1.25,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Yoghurt => Milk),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0EKQ$F02.A06AZ$F10.A077G,"PROCESS=Separation (in liquid phase), PART-NATURE=Milk (as part-nature), QUALITATIVE-INFO=Semi-skimmed",1.11,Literature,"FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Skim milk => Whole milk, upper bound)",http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0EKQ$F02.A06AZ$F10.A077H,"PROCESS=Separation (in liquid phase), PART-NATURE=Milk (as part-nature), QUALITATIVE-INFO=Skim",1.43,Literature,"FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Skim milk => Whole milk, lower bound)",http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0EKQ$F02.A06BA,"PROCESS=Separation (in liquid phase), PART-NATURE=Cream (as part-nature)",6.67,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Cream fresh => Milk),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0EKQ$F28.A07KG$F02.A06AZ$F10.A077G,"PROCESS=Separation (in liquid phase), PROCESS=Drying (dehydration), PART-NATURE=Milk (as part-nature), QUALITATIVE-INFO=Semi-skimmed",10.80,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Dry skim milk => Whole milk),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0EKQ$F28.A07KG$F02.A06AZ$F10.A077H,"PROCESS=Separation (in liquid phase), PROCESS=Drying (dehydration), PART-NATURE=Milk (as part-nature), QUALITATIVE-INFO=Skim",10.80,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Dry skim milk => Whole milk),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",A02LV,Cow milk,F28.A0EKQ$F28.A07KG$F02.A06BA,"PROCESS=Separation (in liquid phase), PROCESS=Drying (dehydration), PART-NATURE=Cream (as part-nature)",26.70,Assumption,25% dry matter content in table cream,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A072X,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=10 % fat",1.80,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A073F,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=18 % fat",3.24,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A073H,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=20 % fat",3.60,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A073M,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=24 % fat",4.32,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A073T,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=30 % fat",5.40,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A073X,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=32 % fat",5.76,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A073Y,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=33 % fat",5.94,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A073Z,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=34 % fat",6.12,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0C6E$F02.A06EX$F07.A074E,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=39 % fat",7.02,Assumption,5-6% fat in Sheep milk || Ratio of fat  content set at 0.18,
A.08.01.002,Sheep milk,A02MC,Sheep milk,F28.A0CQZ,PROCESS=Fermentation,1.25,Assumption,5-6% fat in Sheep milk,
A.08.01.003,Buffalo milk,A02MD,Water buffalo milk,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073F,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=18 % fat",5.22,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073H,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=20 % fat",5.80,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073K,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=22 % fat",6.38,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073M,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=24 % fat",6.96,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073N,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=25 % fat",7.25,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073Q,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=27 % fat",7.83,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073R,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=28 % fat",8.12,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073T,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=30 % fat",8.70,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A073Z,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=34 % fat",9.86,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0C6E$F02.A06EX$F07.A074X,"PROCESS=Cheesemaking, PART-NATURE=Cheese (as part-nature), FAT-CONTENT=54 % fat",15.66,Assumption,3-4% fat in Goat milk || Ratio of fat content set at 0.29,
A.08.01.005,Goat milk,A02MB,Goat milk,F28.A0CQZ,PROCESS=Fermentation,1.25,Extrapolation,"based on  'yoghurt, cow milk'",
A.08.01.007,Ass milk,A02MG,Ass milk,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.08.01.009,Human milk,A02MJ,Human milk,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.08.07.001,Lactose,A02PQ,Lactose,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.08.07.002,Milk protein,A02PR,Milk protein,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07GG,PROCESS=Cooking in water,0.99,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Egg, PROCESS=boiled)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07GR,PROCESS=Frying,1.14,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Egg, PROCESS=fried, N=4)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07KG,PROCESS=Drying (dehydration),4.00,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Dried egg => Liquid egg)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07KG$F02.A06BT,"PROCESS=Drying (dehydration), PART-NATURE=Egg yolk (as part-nature)",5.65,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Dried yolk => Liquid egg)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07KG$F02.A06BV,"PROCESS=Drying (dehydration), PART-NATURE=Egg white (as part-nature)",13.30,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Dried albumen => Liquid egg)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07XD$F02.A06BT,"PROCESS=Unspecified, PART-NATURE=Egg yolk (as part-nature)",2.43,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Liquid yolk => Liquid egg)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.09.01.001,"Whole egg, chicken",A031G,Hen eggs,F28.A07XD$F02.A06BV,"PROCESS=Unspecified, PART-NATURE=Egg white (as part-nature)",1.70,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Liquid albumen => Liquid egg)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.09.01.005,Duck eggs,A031H,Duck eggs,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.09.01.006,Goose eggs,A031J,Geese eggs,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.09.01.007,Quail eggs,A031K,Quail eggs,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.10.02.001,"Nutritive sweeteners (e.g., sorbitol, manitol)",A032Z,Polyols,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.10.02.001.007,Hydrogenated starch hydrolysates,A033H,Other polyols,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.10.02.002.001,Saccharine,A046N,Saccharine,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.10.02.002.002,Aspartam,A046P,Aspartame,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.10.02.002.003,Acesulfame K,A046Q,Acesulfame k,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.10.02.002.004,Sucralose,A046R,Sucralose,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.10.02.002.005,Cyclamate,A046S,Cyclamate,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.10.07,Honey,A033J,Honey,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.15,Drinking water (water without any additives except carbon dioxide; includes water ice for consumption),A03DK,Drinking water,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.15.01,Tap water,A03DL,Tap water,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.15.02,Well water,A03DP,Well water,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.15.03,Bottled water,A04PX,Bottled water,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.15.03.001,Still mineral water,A04PX,Bottled water,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.15.03.002,Carbonated mineral water,A04PX,Bottled water,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.15.04,Water ice (for consumption),A03DK,Drinking water,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.001,"Chervil, herb (Anthriscus cerefolium)",A00XB,Chervil,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",5.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.001,"Chervil, herb (Anthriscus cerefolium)",A00XB,Chervil,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.002,"Chives, herb (Allium schoenoprasum)",A00XD,Chives,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.002,"Chives, herb (Allium schoenoprasum)",A00XD,Chives,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.003,"Dill, herb (Anethum graveolens)",A00XH,Dill leaves,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.003,"Dill, herb (Anethum graveolens)",A00XH,Dill leaves,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.004,Celery leaves (Apium graveolens var. seccalinum),A00XA,Celery leaves,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",10.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.004,Celery leaves (Apium graveolens var. seccalinum),A00XA,Celery leaves,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.005,"Parsley, herb (Petroselinum crispum)",A00YE,Parsley,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",10.60,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Dried => Parsley)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.16.01.005,"Parsley, herb (Petroselinum crispum)",A00YE,Parsley,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.006,"Sage, herb (Salvia officinalis)",A00YH,Sage,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.006,"Sage, herb (Salvia officinalis)",A00YH,Sage,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.007,"Rosemary, herb (Rosmarinus officinalis)",A00YF,Rosemary,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.007,"Rosemary, herb (Rosmarinus officinalis)",A00YF,Rosemary,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.008,"Thyme, herb (Thymus spp.)",A00YQ,Thyme,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.008,"Thyme, herb (Thymus spp.)",A00YQ,Thyme,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.009,"Basil, herb (Ocimum basilicum)",A00VV,Basil,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.009,"Basil, herb (Ocimum basilicum)",A00VV,Basil,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.010,Bay leaves (laurel) (Laurus nobilis),A00VX,Laurel,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.010,Bay leaves (laurel) (Laurus nobilis),A00VX,Laurel,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.01.011,"Tarragon, herb (Artemisia dracunculus)",A00YP,Tarragon,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",7.00,Literature,"European Spice Association (2008), Dehydration factors for herbs and spices, Journal of consumer protection and food safety",https://www.esa-spices.org/index-esa.html/publications-esa
A.16.01.011,"Tarragon, herb (Artemisia dracunculus)",A00YP,Tarragon,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.02.004,Allspice (Pimenta dioica),A018R,Allspice fruit,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.006,Anise seed (Pimpinella anisum),A017Y,Anise seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.006,Anise seed (Pimpinella anisum),A047C,Essences and extracts,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.16.02.008,Black caraway seed (Nigella sativa),A0CZD,Black caraway seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.009,Capers (Capparis spinosa),A01AM,Capers buds,F28.A07KC,PROCESS=Pickling,1.00,Assumption,Default value of 1,
A.16.02.009,Capers (Capparis spinosa),A01AM,Capers buds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.02.010,Caraway (Carum carvi),A018T,Caraway fruit,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.011,Cardamom (Elettaria cardamomum),A018V,Cardamom fruit,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
