"id","exposure","gruppo","code",,"Our approximation",
4115,"L5","Processed cheese wedges and similar","14.23.299.773.1229",,"A.08.08.003","Cheese, processed, sliceable"
3009,"L5","Processed cheese, sliceable","14.23.299.83.123",,"A.08.08.003","Cheese, processed, sliceable"
3010,"L5","Processed cheese, spreadable","14.23.299.84.124",,"A.08.08.004","Cheese, processed spreadable"
4664,"L5","Processed legumes, nuts, oilseeds and spices","11.81.300.1072.1778",,"I.19.04.002.001","Beans in tomato sauce"
3228,"L5","Processed maize-based flakes","10.19.297.241.342",,"A.01.06.001.002","Corn flakes"
3229,"L5","Processed mixed cereal-based flakes","10.19.297.241.343",,"A.01.06.001.002","Corn flakes"
3231,"L5","Processed oat-based flakes","10.19.297.241.345",,"A.01.06.001.011","Oat flakes"
3557,"L5","Processed or preserved fish (including processed offal)","6.38.301.465.671",,,
4592,"L5","Processed or preserved seafood","6.38.302.1040.1706",,,
4927,"L5","Processed or preserved vegetables and similar","20.82.303.1212.2041",,"A.02.14.005","Pickled vegetables"
3233,"L5","Processed rice-based flakes","10.19.297.241.347",,"A.01.06.001.016","Rice flakes"
3657,"L5","Processed rye-based flakes","10.19.297.241.771",,"A.01.06.001.018","Rye flakes"
4781,"L5","Processed tomato products","20.82.304.1137.1895",,"I.02.14.013","Tomato, canned"
3235,"L5","Processed wheat-based flakes","10.19.297.241.349",,"A.01.06.001.020","Wheat flakes"
3805,"L5","Processed whole meat products","13.83.305.625.919",,"A.06.09.005.009","Vienna Sausage"
3993,"L5","Processing aids","12.71.306.722.1107",,,
4139,"L5","Puddings based on cereal products and/or nuts/fruits and similar","10.36.405.788.1253",,"I.20.02.003.002","Pudding, cereal based"
4398,"L5","Puffed cereals textured bread","10.18.138.634.1512",,"A.01.04.001.001","Wheat bread, white"
4399,"L5","Puffed corn textured bread","10.18.138.634.1513",,"A.01.04.006.002","Corn bread"
3821,"L5","Puffed rice textured bread","10.18.138.634.935",,"A.01.04.006.008","Rice bread"
4304,"L5","Puffed wheat textured bread","10.18.138.634.1418",,"A.01.04.001.001","Wheat bread, white"
4360,"L5","Puff-pastry croissant, filled with chocolate","10.36.283.551.1474",,"A.01.07.001.013","Croissant, filled with chocolate"
2997,"L5","Puffs/curls-type extruded snack","4.47.89.72.111",,"A.01.04.006.003","Extruded bread"
3723,"L5","Pulses (dried legume seeds)","11.60.307.562.837",,"I.04.02.022","Beans (dry), soaked/boiled/canned"
3746,"L5","Pulses flour","11.81.308.579.860",,"I.04.02.022","Beans (dry), soaked/boiled/canned"
3643,"L5","Pumpernickel","10.18.210.223.757",,"A.01.04.002.003","Rye bread, wholemeal"
4717,"L5","Pumpkin leaves","20.59.216.804.1831",,"A.04.04.009","Pumpkin seeds (Cucurbita pepo var. oleifera)"
3426,"L5","Pumpkin seed oil","2.5.406.16.540",,"A.11.04.012","Pumpkinseed oil"
3728,"L5","Pumpkin seeds","11.74.268.567.842",,"A.04.04.009","Pumpkin seeds (Cucurbita pepo var. oleifera)"
3213,"L5","Pumpkins and similar-","20.52.115.230.327",,"A.02.03.010","Pumpkins (Cucurbita maxima)"
4587,"L5","Puntarelle","20.59.216.262.1701",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
4128,"L5","Purslanes","20.59.367.783.1242",,"A.02.05.012","Purslane (Portulaca oleracea)"
3796,"L5","Quail fresh meat","13.64.48.13.910",,"A.06.04.005","Quail meat (Coturnix coturnix)"
4817,"L5","Quark oil dough","10.76.313.1128.1931",,"A.01.04.001.001","Wheat bread, white"
2989,"L5","Quiche","4.31.340.66.103",,"A.05.02.003","Quince (Cydonia oblonga)"
4447,"L5","Quince cheese","19.27.383.956.1561",,"A.01.07.001.022","Cheese pie"
3591,"L5","Quinces","8.51.287.491.705",,"A.01.07.001.022","Cheese pie"
4681,"L5","Rabbit edible offal, non-muscle, other than liver and kidney","13.7.228.1085.1795",,"A.06.01.007","Rabbit meat (Lepus cuniculus)"
2929,"L5","Rabbit fresh meat","13.64.232.35.43",,"A.06.01.007","Rabbit meat (Lepus cuniculus)"
3776,"L5","Rabbit liver","13.10.231.607.890",,"A.06.01.007","Rabbit meat (Lepus cuniculus)"
4731,"L5","Rabbit msm","13.12.233.1110.1845",,"A.06.01.007","Rabbit meat (Lepus cuniculus)"
4706,"L5","Rabbit, other slaughtering products","13.13.235.1100.1820",,"A.06.01.007","Rabbit meat (Lepus cuniculus)"
3902,"L5","Radicchio","20.59.216.262.1016",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
4389,"L5","Radish sprouts","20.94.309.917.1503",,"A.02.01.008","Radishes (Raphanus sativus var. sativus)"
3507,"L5","Radishes","20.85.310.435.621",,"A.02.01.008","Radishes (Raphanus sativus var. sativus)"
4562,"L5","Radishes and similar-","20.85.310.1026.1676",,"A.02.01.008","Radishes (Raphanus sativus var. sativus)"
4480,"L5","Raising agents","12.42.311.973.1594",,,
4687,"L5","Ramson","20.54.32.248.1801",,,
3427,"L5","Rape seed oil, edible","2.5.406.16.541",,"A.11.04.013","Rapeseed oil"
3574,"L5","Raspberries and similar-","8.51.46.477.688",,"A.05.04.006","Raspberries (Rubus idaeus)"
3376,"L5","Ratites fresh meat","13.64.48.13.490",,,
2948,"L5","Raw cured (or seasoned) meat","13.83.312.49.62",,"A.06.08.001","Ham, pork"
4050,"L5","Raw doughs and pre-mixes","10.76.313.746.1164",,"A.01.03.008.004","Flour mix, wheat/rye/barley/oats"
4273,"L5","Rays","6.37.238.711.1387",,"A.07.01.031","Rays (Hypotremata)"
4694,"L5","Razor clam","6.73.95.962.1808",,"A.07.05.005","Clam (Mya arenaria)"
4451,"L5","Ready-to-eat cereal-based meal for children","7.84.314.957.1565",,"A.17.06.002","Ready-to-eat meal for children, cereal-based"
4452,"L5","Ready-to-eat dairy-based meal for children","7.84.315.958.1566",,"A.17.06","Ready-to-eat meal for infants and young children"
4662,"L5","Ready-to-eat fish-based meal for children","7.84.316.1071.1776",,"A.17.06","Ready-to-eat meal for infants and young children"
3088,"L5","Ready-to-eat fruit-based meal for children","7.84.317.137.202",,"A.17.06","Ready-to-eat meal for infants and young children"
4604,"L5","Ready-to-eat meat-based meal for children","7.84.319.1045.1718",,"A.17.06.003","Ready-to-eat meal for children, meat/fish-based"
4440,"L5","Ready-to-eat mixed meal for children","7.84.320.949.1554",,"A.17.06.003","Ready-to-eat meal for children, meat/fish-based"
4453,"L5","Ready-to-eat vegetable-based meal for children","7.84.321.959.1567",,"A.17.06.001","Ready-to-eat meal for children, vegetable-based"
4515,"L5","Red algae","20.2.322.1004.1629",,"A.18.02.011","Algae formula (e.g. Spirulina, Chlorella)"
3247,"L5","Red cabbages","20.59.190.253.361",,"A.02.04.004","Head cabbage (Brassica oleracea convar. capitata)"
4640,"L5","Red or rosé sparkling wine","1.111.430.374.1754",,"A.14.02.003","Wine, red"
4906,"L5","Reindeer meat","13.64.232.26.2020",,"A.06.03.004","Reindeer meat (Rangifer tarandus)"
4544,"L5","Relishes","17.26.323.1017.1658",,"A.16.07.011","Relish"
3920,"L5","Rhubarbs","20.99.324.688.1034",,"A.02.07.007","Rhubarb (Rheum × hybridum)"
3673,"L5","Rice and similar-","10.22.82.261.787",,"A.01.02.009.006","Rice, white"
4464,"L5","Rice based dishes dry, uncooked","4.31.282.967.1578",,"A.01.02.009.006","Rice, white"
4465,"L5","Rice based dishes, cooked","4.31.282.58.1579",,"I.01.02.009.008","Rice, cooked, polished"
4346,"L5","Rice chips","4.47.89.69.1460",,"A.01.06.001.016","Rice flakes"
3258,"L5","Rice grain","10.22.82.261.372",,"A.01.02.009.003","Rice, mixed"
2968,"L5","Rice pudding","4.31.282.58.82",,"A.01.06.007.002","Rice porridge"
4751,"L5","Rice rolled grains","10.19.56.767.1865",,"A.01.06.001.016","Rice flakes"
3006,"L5","Ricotta","14.23.161.81.120",,"A.08.08.144","Cheese, Ricotta"
3030,"L5","Ripened cheese","14.23.326.96.144",,"I.08.08.193","Extra hard cheese (parmesan, grana type)"
4074,"L5","Risotto","4.31.282.58.1188",,"I.01.02.009.008","Rice, cooked, polished"
3535,"L5","River eels","6.37.124.458.649",,"A.07.01.027","Eels (Apodes)"
4257,"L5","Rock samphires","20.59.367.783.1371",,,
2919,"L5","Roe deer meat","13.64.232.26.33",,"A.06.03.004","Reindeer meat (Rangifer tarandus)"
3904,"L5","Romaines","20.59.216.266.1018",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
3941,"L5","Roman rocket","20.59.216.702.1055",,"A.02.05.007","Rocket, Rucola (Eruca sativa, Diplotaxis spec.)"
4574,"L5","Roman rocket and similar-","20.59.216.702.1688",,"A.02.05.007","Rocket, Rucola (Eruca sativa, Diplotaxis spec.)"
4682,"L5","Romanesco cauliflowers","20.40.75.226.1796",,"A.02.04.002","Cauliflower (Brassica oleracea var. botrytis)"
4891,"L5","Rooibos","3.57.194.1199.2005",,"A.13.02.003","Fruit tee, infusion"
3446,"L5","Rooibos infusion","3.55.191.402.560",,"A.13.02.003","Fruit tee, infusion"
4665,"L5","Root and rhizome spices","11.92.327.1073.1779",,,
3303,"L5","Root and tuber vegetables (excluding starchy- and sugar-)","20.85.328.296.417",,"A.02.01.002","Beetroot (Beta vulgaris subsp. vulgaris)"
4326,"L5","Root parsley leaves","20.54.32.249.1440",,"A.16.01.005","Parsley, herb (Petroselinum crispum)"
4393,"L5","Rose hips","8.51.46.919.1507",,"A.05.04.012","Rose hips (Rosa canina)"
4846,"L5","Rose hips and similar-","8.51.46.919.1960",,"A.05.04.012","Rose hips (Rosa canina)"
3896,"L5","Rosemary","20.54.32.669.1010",,"I.16.01.023","Rosemary, dried"
3753,"L5","Rosemary, dry","11.92.129.586.867",,"I.16.01.023","Rosemary, dried"
3688,"L5","Rotation cooked layered cakes","10.36.64.280.802",,"A.01.07.001.035","Sponge cake roll"
4726,"L5","Roti","10.18.401.520.1840",,"A.01.04.001.004","Wheat bread, brown"
4703,"L5","Royal jelly","15.15.331.1098.1817",,,
4156,"L5","Runner beans (dry)","11.60.307.330.1270",,"I.04.02.022","Beans (dry), soaked/boiled/canned"
4260,"L5","Runner beans (with pods)","20.61.41.269.1374",,"A.02.06.001","Beans, with pods (Phaseolus vulgaris)"
3823,"L5","Rusk","10.18.332.635.937",,"A.01.04.005.005","Rusk, light"
3210,"L5","Rusk, refined flour","10.18.332.229.324",,"A.01.04.005.005","Rusk, light"
3644,"L5","Rye bread and rolls, refined flour","10.18.210.223.758",,"A.01.04.002.001","Rye bread, light"
3645,"L5","Rye bread and rolls, wholemeal","10.18.210.223.759",,"A.01.04.002.003","Rye bread, wholemeal"
4048,"L5","Rye crisp bread","10.18.113.518.1162",,"A.01.04.005.001","Crisp bread, rye wholemeal"
4766,"L5","Rye flour","10.22.78.529.1880",,"A.01.03.002.002","Rye flour, light"
3202,"L5","Rye only bread and rolls","10.18.210.223.316",,"A.01.04.002.005","Rye rolls, light"
4306,"L5","Rye popped","10.19.297.247.1420",,"A.01.06.001.018","Rye flakes"
3651,"L5","Rye porridge","10.19.56.232.765",,"A.01.06.007.005","Barley porridge"
4913,"L5","Rye rolled grains","10.19.56.767.2027",,"A.01.06.001.018","Rye flakes"
2904,"L5","Safflower seed oil, edible","2.5.406.16.18",,"A.11.04.014","Safflower oil"
4365,"L5","Saffron and similar-","11.92.150.902.1479",,"A.16.02.029","Saffron (Crocus sativus)"
4686,"L5","Saffron milk cap","20.53.179.244.1800",,,
3243,"L5","Sage","20.54.32.250.357",,"A.16.01.006","Sage, herb (Salvia officinalis)"
4217,"L5","Sage, dry","11.92.129.820.1331",,"I.16.01.022","Sage, dried"
4633,"L5","Saint George's mushrooms","20.53.179.244.1747",,,
3068,"L5","Salad dressing","17.26.335.126.182",,"A.16.06.001","Salad dressing, > 50% oil"
4149,"L5","Salad dressing, low fat","17.26.335.793.1263",,"A.16.06.003","Salad dressing, < 25% oil"
3488,"L5","Salads","4.91.336.423.602",,"A.19.11.001","Prepared green salad"
2955,"L5","Salami-type sausage","13.86.295.53.69",,"A.06.09.006.001","Italian-type salami"
4194,"L5","Salema","6.37.238.705.1308",,,
4693,"L5","Salmon roe, atlantic","6.39.145.1090.1807",,"I.07.01.006.001","Salmon (Salmo salar)"
3024,"L5","Salmons","6.37.124.94.138",,"I.07.01.006.001","Salmon (Salmo salar)"
4264,"L5","Salsifies","20.85.337.845.1378",,"A.02.01.009","Salsify (Tragopogon porrifolius)"
4456,"L5","Salsify leaves","20.59.216.804.1570",,"A.02.01.009","Salsify (Tragopogon porrifolius)"
3558,"L5","Salted cod","6.38.301.463.672",,"I.07.01.017.001","Cod (Gadus morhua)"
3565,"L5","Salted seafood","6.38.302.469.679",,"I.07.01.017.001","Cod (Gadus morhua)"
3913,"L5","Salted vegetables","20.82.339.681.1027",,"I.19.07.004.001","Mixed vegetables, boiled, Broccoli-Carrots-Cauliflower"
3550,"L5","Salt-preserved fish","6.38.301.463.664",,"I.07.01.017.001","Cod (Gadus morhua)"
4079,"L5","Sandwich and sandwich-like dishes","4.31.340.63.1193",,"A.19.01.001.005","Sandwich, cheese and vegetable filling"
3204,"L5","Sandwich bread (hamburger roll-type)","10.18.210.225.318",,"A.01.04.001.010","Wheat rolls, white"
4030,"L5","Sandwich with cheese topping/filling","4.31.340.63.1144",,"A.19.01.001.001","Sandwich, cheese filling"
4912,"L5","Sandwich with fish topping/filling","4.31.340.63.2026",,"A.19.01.001.003","Sandwich, fish filling"
2987,"L5","Sandwich with meat and vegetable topping/filling","4.31.340.63.101",,"A.19.01.001.007","Sandwich, meat and vegetable filling"
3482,"L5","Sandwich with processed meat topping/filling","4.31.340.63.596",,"A.19.01.001.002","Sandwich, meat filling"
4915,"L5","Sandwich with vegetable topping/filling","4.31.340.63.2029",,"A.19.01.001.004","Sandwich, vegetarian"
3483,"L5","Sandwiches, pizza and other stuffed bread-like cereal products","4.31.340.419.597",,"A.19.01.002.005","Pizza and pizza-like pies, cheese, meat, and vegetables"
3036,"L5","Sardines and sardine-type fishes","6.37.238.99.150",,"A.07.01.003","Sardine and pilchard (Sardina)"
4268,"L5","Satsumas","8.51.94.149.1382",,"A.05.01.002","Oranges (Citrus sinensis)"
3095,"L5","Sauces from fermented/hydrolised sources and similar","17.26.343.141.209",,"A.16.05.011","Soy sauce"
2988,"L5","Sausages","13.86.341.65.102",,"A.06.09.005.009","Vienna Sausage"
4032,"L5","Savoury pies and tarts","4.31.340.66.1146",,"A.01.07.001.021","Fruit pie"
4382,"L5","Savoury sauce dry preparation","17.87.342.913.1496",,"I.10.05.005","Cheese sauce, Sweet"
3099,"L5","Savoury sauces","17.26.343.144.213",,"I.10.05.005","Cheese sauce, Sweet"
3249,"L5","Savoy cabbages","20.59.190.253.363",,"A.02.04.004","Head cabbage (Brassica oleracea convar. capitata)"
4875,"L5","Scad","6.37.238.100.1989",,,
4419,"L5","Scallop, great","6.73.344.930.1533",,"A.07.05.010","Scallop (Pecten spp.)"
4593,"L5","Scallop, queen","6.73.344.1041.1707",,"A.07.05.010","Scallop (Pecten spp.)"
3078,"L5","Scallops, pectens","6.73.344.131.192",,"A.07.05.010","Scallop (Pecten spp.)"
4361,"L5","Scones and similar","10.36.405.900.1475",,"A.01.07.001.032","Scone"
3305,"L5","Scorzonera","20.85.337.298.419",,,
4037,"L5","Sea bass","6.37.238.705.1151",,"A.07.01.011","Bass (Marone)"
3965,"L5","Sea bream","6.37.238.705.1079",,"A.07.01.026","Bream (Charax)"
4214,"L5","Sea buckthorn seeds","11.74.268.818.1328",,"A.05.04.030","Sea buckthorn (Hippophae rhamnoides)"
4349,"L5","Sea buckthorns","8.51.46.476.1463",,"A.05.04.030","Sea buckthorn (Hippophae rhamnoides)"
4191,"L5","Sea catfishes","6.37.238.705.1305",,"I.07.01.015.001","Sea catfish (Ariidae)"
4867,"L5","Sea lavanders","20.59.367.783.1981",,,
4334,"L5","Sea lettuce","20.2.187.886.1448",,,
4696,"L5","Sea urchins","6.88.345.1092.1810",,,
2941,"L5","Seafood salad","4.31.126.43.55",,"A.19.11.009","Prepared fish salad"
3955,"L5","Seafood-based meals","4.31.126.43.1069",,"A.19.06.002","Fish and rice meal"
3856,"L5","Seasoning mixes","17.89.346.651.970",,,
4549,"L5","Seasonings","17.89.347.1019.1663",,,
4825,"L5","Seasonings and extracts","17.90.348.1168.1939",,,
3702,"L5","Seed oils","2.5.406.16.816",,"A.11.04.015","Sesame oil"
4836,"L5","Seed spices","11.92.349.1174.1950",,"A.02.14.011","Sesam paste (Tahini) (Sesamus indicum)"
4494,"L5","Selenium","15.24.350.986.1608",,,
3262,"L5","Semolina","10.22.351.265.376",,"A.01.03.001.013","Wheat semolina, soft wheat"
3745,"L5","Sesame paste (tahini) (sesamus indicum)","11.81.296.346.859",,"A.02.14.011","Sesam paste (Tahini) (Sesamus indicum)"
3428,"L5","Sesame seed oil, edible","2.5.406.16.542",,"A.11.04.015","Sesame oil"
3730,"L5","Sesame seeds","11.74.268.568.844",,"A.04.04.004","Sesame seed (Sesamum indicum syn. S. orientale)"
3579,"L5","Shaddocks","8.51.94.147.693",,"A.05.01.002","Oranges (Citrus sinensis)"
3874,"L5","Shallots","20.20.352.661.988",,"A.02.02.003","Shallots, bulb (Allium ascalonicum, Allium cepa var. aggregatum)"
4631,"L5","Shallots and similar-","20.20.352.1058.1745",,"A.02.02.003","Shallots, bulb (Allium ascalonicum, Allium cepa var. aggregatum)"
3373,"L5","Shandy","1.16.44.356.487",,"A.14.01.002","Beer, regular"
3969,"L5","Sharks","6.37.238.711.1083",,,
3873,"L5","Sheep (adult) fresh meat","13.64.232.36.987",,"A.06.01.004","Mutton / lamb meat (Ovis aries)"
4111,"L5","Sheep edible offal, non-muscle, other than liver and kidney","13.7.228.771.1225",,"A.06.06.004","Mutton / lamb liver"
4538,"L5","Sheep fat tissue","13.8.229.1015.1652",,"A.06.01.004","Mutton / lamb meat (Ovis aries)"
4055,"L5","Sheep fresh meat","13.64.232.36.1169",,"A.06.01.004","Mutton / lamb meat (Ovis aries)"
3772,"L5","Sheep kidney","13.9.230.604.886",,"A.06.06.012","Mutton / lamb kidney"
3777,"L5","Sheep liver","13.10.231.608.891",,"A.06.06.004","Mutton / lamb liver"
3788,"L5","Sheep other slaughtering products","13.13.235.616.902",,"A.06.06.004","Mutton / lamb liver"
3391,"L5","Sheep, minced meat","13.64.232.36.505",,"A.06.01.004","Mutton / lamb meat (Ovis aries)"
3886,"L5","Shiitake","20.53.179.243.1000",,"A.02.15.003","Shiitake mushroom (Lentinus edodes)"
4223,"L5","Short pastry dough (pate brisee)","10.76.313.822.1337",,"I.01.07.001.051","Shortcrust pastry"
4532,"L5","Short pastry dough and similar","10.76.313.822.1646",,"I.01.07.001.051","Shortcrust pastry"
4213,"L5","Short sweet pastry doughs (pate sucree, sablee)","10.76.313.322.1327",,"I.01.07.001.051","Shortcrust pastry"
3329,"L5","Shortbread pastry","10.76.313.322.443",,"I.01.07.001.051","Shortcrust pastry"
3302,"L5","Shortcrust (pies -tarts)","10.36.353.295.416",,"I.01.07.001.051","Shortcrust pastry"
4720,"L5","Shortening and similar baking fats","2.34.51.1106.1834",,"A.11.03.004","Palm fat"
4546,"L5","Shrimp sauce","17.26.343.141.1660",,"I.19.06.004.001","Shrimp in white sauce"
3534,"L5","Shrimps and prawns","6.28.354.457.648",,"A.07.04.005","Shrimps (Crangon crangon)"
3023,"L5","Shrimps, common","6.28.354.93.137",,"A.07.04.005","Shrimps (Crangon crangon)"
4701,"L5","Sichuan pepper fruit","11.92.172.1096.1815",,"A.16.02.028","Pepper, black and white (Piper nigrum)"
3937,"L5","Silverskin onions","20.20.269.700.1051",,"A.02.02.002","Onions, bulb (Allium cepa)"
4747,"L5","Simple cereals for infants or children, reconstituted","7.78.355.1118.1861",,"I.17.05.005","Simple cereals reconstituted with milk or other appropriate nutritious liquids"
3086,"L5","Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids","7.78.356.135.200",,"A.17.05.001","Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids"
3926,"L5","Single meal replacement for weight reduction","16.45.158.694.1040",,,
4854,"L5","Skyr","14.23.161.1187.1968",,"A.08.06.002.002","Yoghurt, cow milk, with fruit, 1 - 3% fat"
2984,"L5","Sliceable or firm cooked sausages","13.86.295.61.98",,"A.06.09.004.005","Frankfurters, sausage"
3943,"L5","Slicing bean (young pods)","20.61.41.269.1057",,"A.02.06.001","Beans, with pods (Phaseolus vulgaris)"
4204,"L5","Sloes","8.51.379.175.1318",,,
3301,"L5","Small radishes","20.85.310.294.415",,"A.02.01.008","Radishes (Raphanus sativus var. sativus)"
4034,"L5","Smelt","6.37.124.94.1148",,"A.07.01.008","Smelt (Osmerus)"
3047,"L5","Smoked fish","6.38.301.107.161",,"A.07.01.001","Herring (Clupea)"
3559,"L5","Smoked herring","6.38.301.107.673",,"A.07.01.001","Herring (Clupea)"
3560,"L5","Smoked mackerel","6.38.301.107.674",,"A.07.01.013","Mackeral (Scomber)"
3049,"L5","Smoked salmon","6.38.301.107.163",,"I.07.01.006.001","Salmon (Salmo salar)"
2999,"L5","Snacks other than chips and similar","4.47.357.74.113",,,
4576,"L5","Snail, garden","6.3.394.92.1690",,"A.07.06.004","Snail (Helix sp.)"
3022,"L5","Snail, roman","6.3.394.92.136",,"A.07.06.004","Snail (Helix sp.)"
3529,"L5","Snails","6.3.394.92.643",,"A.07.06.004","Snail (Helix sp.)"
4195,"L5","Snappers","6.37.238.705.1309",,,
3032,"L5","Soft - ripened cheese","14.23.326.97.146",,"I.08.08.189","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)"
3882,"L5","Soft brined cheese (feta type)","14.23.57.67.996",,"A.08.08.069","Cheese, Feta"
3481,"L5","Soft candies and analogues","19.27.67.183.595",,"A.10.04.013","Jelly candies"
3346,"L5","Soft drink, flavoured, no fruit","21.109.358.334.460",,"A.13.01.002.010","Soft drink, mixed flavours"
3351,"L5","Soft drink, with fruit juice (fruit content below the minimum for nectars)","21.109.358.334.465",,"A.13.01.002.011","Soft drink, orange flavour"
3344,"L5","Soft drinks","21.109.358.332.458",,"A.13.01.002.010","Soft drink, mixed flavours"
3521,"L5","Soft drinks with minor amounts of fruits or flavours","21.109.358.334.635",,"A.13.01.002.010","Soft drink, mixed flavours"
3037,"L5","Soft-ripened cheese with natural rind and other soft-ripened cheeses","14.23.326.97.151",,"I.08.08.189","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)"
4295,"L5","Soft-ripened cheese with white and blue mould (cambozola type)","14.23.326.97.1409",,"I.08.08.190","Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type )"
3039,"L5","Soft-ripened washed-rind cheese (limburger type)","14.23.326.97.153",,"A.08.08.105","Cheese, Limburger"
3544,"L5","Sole","6.37.238.98.658",,"A.07.01.022","Sole (Limanda; Solea)"
4594,"L5","Sorb fruits","8.51.46.479.1708",,,
4909,"L5","Sorbitol","19.100.275.1207.2023",,,
3895,"L5","Sorrel","20.54.32.668.1009",,"A.02.05.021","Sorrel (Rumex spp.)"
4467,"L5","Soups (dry mixture uncooked)","4.91.360.968.1581",,"A.19.10.001","Vegetable/herb soup"
3522,"L5","Soups (ready-to-eat)","4.91.361.446.636",,"A.19.10.001","Vegetable/herb soup"
3594,"L5","Sour cherries","8.51.379.493.708",,"A.05.03.007","Sour cherry (Prunus cerasus)"
4851,"L5","Sour cream products","14.35.362.1184.1965",,"A.08.05.003.002","Sour cream 10 % fat"
3055,"L5","Sour cream, plain","14.35.362.113.169",,"A.08.05.003.002","Sour cream 10 % fat"
4173,"L5","Sowthistle leaves","20.59.216.804.1287",,"A.02.05.019","Dandelion leaf (Taraxacum officinalis)"
2905,"L5","Soya bean oil, refined","2.5.406.16.19",,"A.11.04.016","Soybean oil"
4435,"L5","Soya proteins","12.58.363.944.1549",,"A.06.12.001","Textured soy protein"
3840,"L5","Soyabean-based meat imitates","16.66.242.644.954",,"A.06.12.001","Textured soy protein"
3714,"L5","Soyabeans (without pods)","11.60.212.324.828",,"A.04.02.012","Soya beans (Glycine max)"
4930,"L5","Soyabeans and similar-","11.74.268.1011.2044",,"A.04.02.012","Soya beans (Glycine max)"
3719,"L5","Soyabeans for consumption (dry)","11.60.307.330.833",,"A.04.02.012","Soya beans (Glycine max)"
4534,"L5","Soyabeans for oil","11.74.268.1011.1648",,"A.04.02.012","Soya beans (Glycine max)"
3311,"L5","Soyabeans sprouts","20.94.364.304.425",,"I.02.05.023","Bean sprout"
4624,"L5","Spalla cotta","13.83.107.44.1738",,"A.06.09.006.005","Cooked salami"
4928,"L5","Spanish salsifies","20.85.337.1213.2042",,"A.02.01.009","Salsify (Tragopogon porrifolius)"
3406,"L5","Sparkling wine","1.111.430.374.520",,"A.14.02.002","Wine, white, sparkling"
4192,"L5","Special food for children's growth","7.75.365.813.1306",,"A.17.06","Ready-to-eat meal for infants and young children"
4331,"L5","Spelt drink","16.66.120.125.1445",,"A.08.09.004","Oats drink"
3665,"L5","Spelt flour","10.22.78.530.779",,"A.01.03.007.003","Spelt flour, wholemeal"
4355,"L5","Spelt flour, refined","10.22.78.530.1469",,"A.01.03.007.003","Spelt flour, wholemeal"
4815,"L5","Spelt rolled grains","10.19.56.767.1929",,"A.01.06.001.019","Spelt flakes"
3699,"L5","Spice cakes","10.36.405.301.813",,"A.01.07.001.008","Cream cake"
4484,"L5","Spice mix flavour","12.44.147.977.1598",,"A.01.07.001.003","Cake from batter"
3757,"L5","Spices","11.92.366.590.871",,"I.16.03.003.002","Mixed spices, Chinese five spice"
3266,"L5","Spinaches","20.59.367.268.380",,"A.02.05.010","Spinach (fresh) (Spinacia oleracea)"
4755,"L5","Spinaches and similar-","20.59.367.268.1869",,"A.02.05.010","Spinach (fresh) (Spinacia oleracea)"
4934,"L5","Spinach-type leaves","20.59.367.1215.2048",,"A.02.05.010","Spinach (fresh) (Spinacia oleracea)"
3533,"L5","Spiny and rock lobsters","6.28.222.456.647",,"A.07.04.002","Lobster (Homarus vulgaris)"
3951,"L5","Spirits from fruit","1.105.403.367.1065",,"A.14.06.006","Spirits made from fruits"
3386,"L5","Spirits made from fruits other than stone fruits","1.105.403.367.500",,"A.14.06.006","Spirits made from fruits"
3387,"L5","Spirits made from stone fruits","1.105.403.367.501",,"A.14.06.006","Spirits made from fruits"
3389,"L5","Spirits not from fruit","1.105.403.368.503",,"A.14.06.004","Vodka and vodka-like spirits"
4359,"L5","Sponge biscuits","10.36.49.272.1473",,"A.01.07.001.035","Sponge cake roll"
4849,"L5","Sponge cake dough (génoise)","10.76.313.556.1963",,"A.01.07.001.035","Sponge cake roll"
3947,"L5","Sprat","6.37.238.99.1061",,"A.07.01.002","Sprat (Sprattus sprattus)"
3817,"L5","Spreadable cooked sausages","13.86.295.64.931",,"A.06.09.005.009","Vienna Sausage"
3201,"L5","Spring onions","20.20.368.222.315",,"A.02.02.004","Spring onions, bulb (Allium cepa)"
2975,"L5","Spring rolls","4.31.340.59.89",,"A.19.02.001","Rice and vegetables meal"
3919,"L5","Sprouts, shoots and similar","20.94.369.687.1033",,"I.02.05.023","Bean sprout"
4040,"L5","Squid, common","6.73.370.739.1154",,"A.07.05.001","Squid (Loligo vulgaris)"
4089,"L5","Squids","6.73.370.739.1203",,"A.07.05.001","Squid (Loligo vulgaris)"
4780,"L5","Squids, cuttlefishes, octopuses","6.73.370.1136.1894",,"A.07.05.001","Squid (Loligo vulgaris)"
4431,"L5","Stabiliser","12.42.371.940.1545",,,
4666,"L5","Star anise fruit","11.92.172.922.1780",,"A.16.02.006","Anise seed (Pimpinella anisum)"
3763,"L5","Starches","12.95.373.596.877",,"A.01.03.004.003","Corn starch"
